id;main_word;s1;s2;s3;s4;s5
1053;HANNIBAL LECTER;Mieso;Anthony Hopkins;Milczenie Owiec;Jodie Foster;Film
1054;PIELUCHA TETROWA;Niemowle;Pampers;Dziecko;Pranie;Przewijac
1055;KINKIET;Swiatło;Sciana;żarówka;Klosz;Lampa
1056;GRUZJA;Tbilisi;Osetia;Panstwo;Kaukaz;Rosja
1057;LIZBONA;Benfica;Portugalia;Sporting;Tag;Stolica
1058;MAKRELA;Morze;Sledz;Zwierze;Puszka;Ryba
1059;GASTROSKOPIA;Przewód Pokarmowy;Lekarz;Wrzody żoładka;Rura;Szpital
1060;PAKISTAN;Talibowie;Blisko Wschód;Azja;Panstwo;Islamabad
1061;RYSY;Góry;Kasprowy Wierch;Zakopane;Najwyższy;Tatry
1062;FORREST GUMP;Głupi;Film;Bieganie;Tytuł;Tom Hanks
1063;CUKRZYCA;Insulina;Diabetyk;Ciażowa;Niedobór;Choroba
1064;HIEROGLIFY;Egipt;Znaki;Papirus;Piramida;Faraon
1065;AUTOPORTRET;Swój;Malarz;Rysunek;Odbicie;Obraz
1066;JASKINIA;Grota;Stalaktyt;Skała;Góry;Jama
1067;BATMAN;Nietoperz;Joker;Robin;Gotham City;Superbohater
1068;POGROMCY DUCHÓW;Potwór;Tytuł;Straszydło;Zjawa;Łapac
1069;TATAMI;Sztuki Walki;Japonia;Sport;Mata;Judo
1070;DRZEMKA;Krótki;Popołudniowa;Sen;Zmeczenie;Spanie
1071;FALSYFIKAT;Kopia;Oryginał;Fałszerstwo;Podróbka;Oszustwo
1072;WŁÓCZNIA;Pika;Przebic;Ostrze;Grot;Bron
1073;KOPULOWAC;Bzykac;Kochac Sie;Łóżko;Potomstwo;Spółkowac
1074;WYJSCIE AWARYJNE;Schody;Etykieta;Pożar;Ewakuacja;Ucieczka
1075;KRYSZTAŁ;Górski;Cukier;Kieliszek;Szkło;Minerał
1076;OWSIANKA;Sniadanie;Płatki;Dzieci;Mleko;Zboża
1077;PUDEŁKO;Paczka;Opakowanie;Wkładac;Buty;Karton
1078;RECZNIK;Łazienka;Kuchenny;Plaża;Kapiel;Wycieranie
1079;WALENTYNKI;14 Luty;Dzien Zakochanych;Miłosc;Swieto;Prezent
1080;TRAMWAJ;Trakcja;Tory;Zajezdnia;Pociag;Autobus
1081;WEMBLEY;Mecz;Stadion;Piłka Nożna;Koncerty;Anglia
1082;WIERTARKA UDAROWA;Słonce;Kołek Rozporowy;Narzedzie;Dziura;Sciana
1083;WROTKI;Nogi;Kółka;Łyżwy;Rolki;Jezdzic
1084;LARYNGOLOG;Nos;Gardło;Choroba;Uszy;Lekarz
1085;KOSTKA RUBIKA;Szescian;Dyrygent;Kolory;Łamigłówka;Układac
1086;FIORD;Norwegia;Stromy;Skała;Brzeg;Zatoka
1087;GROMNICA;Chrzest;Kosciół;Swieca;Płomien;Knot
1088;GOLONKA;Potrawa;Wieprzowina;Mieso;Piwo;Tłuszcz
1089;ZŁOM;Metale;Rdza;Skup;Odpady;Zbierac
1090;GRANICA;Celnik;Tatry;Zofia Nałkowska;Panstwo;Skraj
1091;MANCHESTER UNITED;Klub;Premier League;Anglia;Piłka Nożna;Drużyna
1092;WŁADYSŁAW ŁOKIETEK;Niski;Władca;Sredniowiecze;Król;Polska
1093;KARDIOCHIRURG;Serce;Operacja;Przeszczep;Religa;Bajpasy
1094;KURCZAK Z ROŻNA;Piekarnik;Kogut;Mieso Drobiowe;Grill;Jedzenie
1095;PIŁKA RECZNA;Dyscyplina;Karol Bielecki;6 Zawodników;Sławomir Szmal;Szczypiornisci
1096;ROBIN HOOD;Szeryf Z Nottingham;Ksiaże Złodziei;Łuk;Marion;Las Sherwood
1097;KORNISZON;Ocet;Słoik;Kiszony;Ogórek;Marynata
1098;DOM;Mieszkac;Budynek;Jednorodzinny;Blok;Sciany
1099;PELIKAN;Pisac;Ryba;Ptak;Rower;Dziób
1100;MAŁPA;Goryl;Przodek;Afryka;Orangutan;Banan
1101;ANIELKA;Lektura;Imie żenskie;Karusek;Anioły;Bolesław Prus
1102;GRZECHOTNIK;Jadowity;Zabawka;Waż;żmija;Gad
1103;GMAIL;Internet;Google;Wiadomosc;Konto Pocztowe;Wyszukiwarka
1104;RENIFER;Sanie Mikołaja;Jelen;Rudolf;Rogi;Łos
1105;KLOPS;Pulpet;Pieczen Rzymska;Obiad;Mieso Mielone;Sos
1106;STOŁÓWKA;Szkoła;Kucharka;Bloczek;Jedzenie;Obiad
1107;ŻÓŁTKO;Kura;Białko;Azjata;Kogel - Mogel;Jajko
1108;MIŁOSC;Platoniczna;Zakochani;Nienawisc;Uczucie;Serce
1109;KOALA;Mis;Zwierze;Australia;Eukaliptus;Torbacz
1110;IDIOTA;Debil;Głupek;Inteligencja;Imbecyl;Kretyn
1111;KAROL DARWIN;Małpa;Nauka;Biologia;Dobór Naturalny;Ewolucja
1112;RUMAK;Podkowa;Stajnia;Kon;Jezdziec;Zwierze
1113;PCHNIECIE KULA;Tomasz Majewski;Zawody;Olimpiada;Lekkaatletyka;Rzucac
1114;CHOINKA;Swieta;Prezenty;Ubierac;Bombka;Drzewko
1115;REKLAMÓWKA;Sklep;Siatka;Hipermarket;Zakupy;Torba Foliowa
1116;KLEPSYDRA;Przesypywac;Piasek;Czas;Pogrzeb;Smierc
1117;KOŁO FORTUNY;Teleturniej;Pijanowski;Hasło;Litery;Krecic
1118;URSYNÓW;Dzielnica;Warszawa;Kabaty;Tor Służewiec;Stolica
1119;BOHATER;Odwaga;Ratowac;Film;Postac;Sławny
1120;PRZEKLINAC;Bluzgac;Nieładne;Wulgaryzm;Bryzdkie Słowa;Mówic
1121;SEZAMKI;Z Miodem;Ulica;Aha;Miód;Słodycze
1122;ELEMENT;Składnik;Piaty;Czesc;Fragment;Milla Jovovich
1123;JAPONIA;Anime;Kwitnaca Wisnia;Manga;Tokio;Wyspy
1124;RONDEL;Garnek;Mleko;Gotowanie;Dusic;Kuchnia
1125;BAWARKA;Herbata;Pic;Mleko;Bayer Monachium;Niemcy
1126;KACZOR DONALD;Disney;Tusk;Marynarski Ubiór;Prezydent;Myszka Miki
1127;KORNIK;Robak;Szkodnik;Owad;Drzewo;Dziecioł
1128;PIERSIÓWKA;Alkohol;Butelka;Flaszeczka;Wódeczka;Polowanie
1129;ZDERZENIE CZOŁOWE;Kraksa;Wypadek;Ofiary;Głowa;Samochód
1130;KUBEK;Ucho;Herbata;Pic;Garnuszek;Szklanka
1131;BANAN;Małpa;żółty;Długi;Owoc;Chiquita
1132;NABÓJ;Strzelac;Pistolet;Pocisk;Proch;Bron
1133;LIR;Waluta;Italia;Pieniadze;Euro;Włochy
1134;CHLEBAK;Kuchnia;Bułka;Przechowywac;Pojemnik;Pieczywo
1135;MARIHUANA;Narkotyk;Palic;Konopie;Ziele;Trawa
1136;GRYPA;Wirus;Ptasia;Choroba;Goraczka;żoładkowa
1137;MALARZ;Jan Matejko;Farba;Sciany;Pokojowy;Artysta
1138;SMIERC;Koniec;życie;Umrzec;Zginac;Kostucha
1139;POPCORN;Masło;Kino;Ziarno;Prażona Kukurydza;Kolba
1140;KOREPETYCJE;Nauczyciel;Zajecia Dodatkowe;Uczen;Szkoła;Korki
1141;JERZY STUHR;Aktor;Seksmisja;Rola;Maciej;Wodzirej
1142;PIGMENT;Skóra;Farba;Melanina;Kolor;Barwnik
1143;KLAWISZ;Komputer;Pianino;Wiezienie;Przycisk;Fortepian
1144;ZIEMIA;Kosmos;Rolnik;Grunt;Glob;życ
1145;TANGO;Budka Suflera;Milonga;Taniec;Argentyna;Trzeba Dwojga
1146;FRODO BAGGINS;Władca Pierscieni;Elijah Wood;Pippin;Hobbit;J.r.r. Tolkien
1147;SZKLANKA;Drink;Herbata;Napój;Naczynie;Kubek
1148;AURORA;Petersburg;Rewolucja Pazdziernikowa;Zorza Polarna;Okret;Pancernik
1149;SIEKACZ;Zab;Trzonowy;Jama Ustna;Zgryz;Gryzienie
1150;PSZCZÓŁKA MAJA;Bajka;Wodecki;Gucio;Dobranocka;Tekla
1151;POTOP;Szwedzki;Noe;Tytuł;Woda;Sienkiewicz
1152;AUDIOBOOK;Słuchac;Ksiażka;Radio;Lektor;Mp3
1153;SZOFER;Kierowca;Taksówka;Wozic;Auto;Limuzyna
1154;NIL;Afryka;Delta;Egipt;Rzeka;Amazonka
1155;WŁOSZCZYZNA;Warzywa;Zupa;Gotowac;Pietruszka;Marchew
1156;WRONA;Ptak;Wegiel;Czarna;Sroka;Kruk
1157;KAMASUTRA;Instruktaż;Pozycje;Indie;Seks;Ksiażka
1158;KUBA ROZPRUWACZ;Ofiara;Zwłoki Kobiet;Zabójca;Londyn;Seryjny Morderca
1159;BOJA;Pława;Tor Wodny;Morze;Balon;Powierzchnia
1160;PIATEK TRZYNASTEGO;Dzien Tygodnia;Nieszczescie;Horror;Przesad;Pech
1161;SZUBIENICA;Wieszac;Skazaniec;Sznur;Kat;Gra
1162;KONTO;Bankowe;Przelew;Pieniadze;Profil;Zakładanie
1163;TEQUILA;Wódka;Meksyk;Sól;Cytryna;Alkohol
1164;NOŻYCZKI;Włosy;Edward;Fryzjer;Narzedzie;Ciac
1165;LAMINOWANIE;Folia;Usztywniac;Zgrzewac;Dokumenty;Papier
1166;LINIA;Kreska;Czerwona;Cienka;Autowa;Prosta
1167;EPIDEMIA;Grypa;Wirus;Dżuma;Zakazna;Choroba
1168;WÓDKA;Czysta;0,5l;Alkohol;Wyborowa;Flaszka
1169;KALORYFER;Ciepło;Okno;Miesnie;Grzejnik;żeberka
1170;WIKINGOWIE;Północ;Skandynawia;Norwegia;Łodzie;Wojownik
1171;KARTA DAN;Restauracja;Kelner;Spis;Menu;Jedzenie
1172;SKRZYPCE;Struny;Altówka;Instrument;Smyczek;Kwartet
1173;LOARA;Francja;Rzeka;Zamki;Paryż;Sekwana
1174;HEL;Balon;Pierwiastek;Gaz;Półwysep;Gdansk
1175;BOMBONIERKA;Pudełko;Prezent;Opakowanie;Słodycze;Czekoladki
1176;CHARLIE CHAPLIN;Komedia;Aktor;Garnitur;Laska;Melonik
1177;JEMIOŁA;Pasożyt;Pocałunek;Roslina;Drzewo;Boże Narodzenie
1178;ROGAL;Bułka;Z Makiem;Ksieżyc;Croissant;Pieczywo
1179;LEJEK;Butelka;Wlewac;Bomba;Płyn;Stożek
1180;AKUPUNKTURA;Medycyna Tradycyjna;Igły;Medycyna Naturalna;Chiny;Nakłuwac
1181;LAMPA ALLADYNA;Naftowa;Dżin;Dywan;życzenia;Bajka
1182;PIES PLUTO;Bajka;Kaczor Donald;Myszka Miki;Animowany;Walt Disney
1183;KUTIA;Wigilia;Mak;Potrawa;Bakalie;Pszenica
1184;ISLANDIA;Kryzys;Panstwo;Europa;Gejzer;Wyspa
1185;MAPA;Topograficzna;Globus;Geografia;Skala;Legenda
1186;KATARYNKA;Lektura;Bolesław Prus;Korba;Melodia;Małpka
1187;OGR;Potwór;Film Animowany;Fiona;Zielony;Shrek
1188;FORUM;Dyskusyjne;Wymiana Pogladów;Romanum;Rozmowa Online;Internet
1189;INTERNET;Komputer;Google;Adres Www;Siec;Mail
1190;KLOCKI LEGO;Układac;Dzieci;Technics;Dania;Zabawka
1191;KOŁOWROTEK;Rybak;Korbka;żyłka;Przedza;Wedka
1192;SPÓDNICA;Ubranie;Spodnie;Kobieta;Sukienka;Mini
1193;SAMBA;Karnawał;Taniec;Brazylia;Serwer Plików;Rumba
1194;BIN LADEN;Wtc;Terroryzm;Przywódca;Talib;Al-kaida
1195;FARMER;Krowy;Wies;Mleko;Rolnik;Gospodarstwo
1196;MEFISTOFELES;Piekło;Diabeł;Ksiaże;Faust;Szatan
1197;KOTLET SCHABOWY;Tłuc;Stek;Swinia;Mielony;Obiad
1198;ZAB MADROSCI;Kieł;Ostatni;Ósemka;Usta;Szczeka
1199;BURZA;Chmura;Piorun;Grzmot;Ulewa;Błyskawica
1200;DYNIA;Halloween;Arbuz;Warzywo;Roslina Ozdobna;Pestki
1201;ORBITA;Satelita;Ksieżyc;Słonce;Planeta;Krażyc
1202;IKEA;Meble;Firma;Szwecja;Sklep;Wyposażenie
1203;AKWEDUKT;Woda;Starożytnosc;Grecja;Most;Wodociag
1204;POMYSŁ;Wpasc;Wymyslic;Wynalazek;Koncept;Idea
1205;LIS;Tomasz;Nora;Ruda Kita;Drapieżnik;Kita
1206;PUZZLE;Obrazek;Układac;Element;Kawałek;Dopasowac
1207;ROLLERCOASTER;Wagonik;Tory;Wesołe Miasteczko;Oszukac Przeznaczenie;Kolejka Górska
1208;FRYDERYK CHOPIN;Kompozytor;Fortepian;Grac;żelazowa Wola;Pianista
1209;PIŁKA NOŻNA;Sport;Stadion;Bramka;Futbol;Mecz
1210;GASNICA;Pożar;Czerwona;Strażak;Bhp;Butla
1211;KONIOKRAD;Złodziej;Lasso;Western;Ranczo;Dziki Zachód
1212;KOLEGA;Kumpel;Szkoła;Przyjaciel;Znajomy;Towarzysz
1213;MAKUTRA;Miska;Naczynie;Kuchnia;Ciasto;Ucieranie
1214;TANIEC Z GWIAZDAMI;You Can Dance;Tancerz;Program;Sława;Telewizja Tvn
1215;AKWALUNG;Powietrze;Oddychac;Woda;Nurek;Głeboko
1216;KOMODA;Mebel;Bielizna;Drewno;Szafka;Szuflada
1217;ZARECZYNY;Małżenstwo;Narzeczeni;Oswiadczac Sie;Pierscionek;Slub
1218;KABEL;Prad;Przewód;Gniazdko;Tv;Telefon
1219;SEKS GRUPOWY;Trójkat;Przyjemnosc;Uprawiac;Kochac Sie;Orgazm
1220;KARMEL;Krówka;Słodki;Smak;Braz;Cukier
1221;MIÓD;Pszczoły;Słodkie;Małe Conieco;Ul;Kubus Puchatek
1222;PLASTUSIOWY PAMIETNIK;Ksiażka;Lektura;Piórnik;Plastus;Dzieci
1223;ELF;Rasa;Legolas;Basn;Władca Pierscieni;Postac
1224;SERWATKA;Mleko;Przetwory Mleczne;Serwetka;Krowa;Białe
1225;WIGWAM;Indianie;Apacze;Namiot;Winnetou;Chata
1226;PISUAR;Oddawanie Moczu;Łazienka;Kibel Meski;Spłuczka;Sikanie Na Stojaco
1227;KRYJÓWKA;Skarby;Niebezpieczenstwo;Schowac;Poscig;Tajna
1228;ORZECH;Drzewo;Włoski;Laskowy;Do Zgryzienia;Dziadek
1229;FORMA;Kształt;Konstrukcja;Matryca;Do Pieczenia Ciasta;Kondycja
1230;KARAWANA;Beduin;Wielbład;Oaza;Pustynia;Kupiec
1231;HATTRICK;Trzy;Piłka;Gol;Bramka;Punkt
1232;PINACOLADA;Koktajl;Likier;Biały;Mleko;Sok Ananasowy
1233;WIEŻA;Babel;Ksieżniczka;Eiffla;Figura Szachowa;Zamek
1234;LAPTOP;Komputer Przenosny;Informatyka;Klawiatura;Notebook;Mobilny
1235;OKAP;Zapach;Dach;Kuchenka;Powietrze;Wyciag
1236;FRANKENSTEIN;Potwór;Monstrum;Doktor;Powiesc;Transylwania
1237;SPINACZ BIUROWY;Papier;Drut;Łaczyc;Dokumenty;Mały
1238;TOGA;Ubiór;Sala Sadowa;Prawnik;Sedzia;Strój
1239;KAGANIEC;Ugryzc;Pysk;Pies;Niebezpieczny;Zakładac
1240;KOSC;Pies;Niezgody;Rubik;Pamieci;Szkielet
1241;ALEJKA;Ulica;Działka;Rzad;Park;Ławeczka
1242;WIADRO;Scierka;Kubeł;Woda;Mop;Podłoga
1243;WYCIERAC;Szyba;Czyste;StÓŁ;Mokre;Scierka
1244;SQUASH;Sciana;Tenis;Odbijanie;Rakieta;Sport
1245;JAN III SOBIESKI;Marysienka;Wieden;Król;Turcy;Sredniowiecze
1246;MRÓWKOJAD;Termity;Jezyk;Mrówki;Mrowisko;Ssak
1247;HASŁO;Odgadywac;Encyklopedia;Logowanie;Słownik;Łamac
1248;PIRAMIDA;Faraon;Cheops;Grobowiec;Egipt;Pustynia
1249;HALUKS;Obcas;Stopa;Koslawy Paluch;Choroba;Odcisk
1250;KRYPTA;Grób;Wampir;Opowiesc;Cmentarz;Trup
1251;ANDROPAUZA;Menopauza;Hormony;Klimakterium;Starosc;Meżczyzna
1252;TELEEXPRESS;Maciej Orłos;Wiadomosci;20-E65555555555039,4;Informacje;Tv
1253;MIKROFON;Mówic;Trzymac;Spiewac;Echo;Głos
1254;KRAWAT;Garnitur;Koszula;Szyja;Wezeł;Mucha
1255;KOLEJARZ;Bilety;Stacja;Pociag;Tory;Pracownik
1256;HARRY POTTER;Czarodziej;Hogwart;Bohater;Ksiażka;J. K. Rowling
1257;KLAWIATURA;Komputer;Przyciski;Pisanie;Qwerty;Litery
1258;KAWIARKA;Napój;Gotowac;Parzyc;Filiżanka;Naczynie
1259;PELE;Mistrz;Brazylia;Król Futbolu;Piłka Nożna;Legenda
1260;PILOT;Telewizor;Mysliwiec;Właczyc;Samolot;Latac
1261;ANTROPOLOG;Badacz;Człowiek;Naukowiec;Czaszka;Historia
1262;FASOLKA PO BRETONSKU;Boczek;Kiełbasa;Potrawa;Sos Pomidorowy;Jesc
1263;ŻYRAFA;Szyja;Długa;Zwierze;Afryka;Zoo
1264;NAUSZNIKI;Zima;Zakładac;Nosic;Głowa;Czapka
1265;MINISTRANT;Kosciół;Msza;Ksiadz;Służyc;Chłopiec
1266;KCIUK;Serdeczny;Dłon;Ok;Palec;Wskazujacy
1267;MACA;Dotykac;Koszerny;Maka;Pieczywo;żyd
1268;SLIWKA W CZEKOLADZIE;Słodycz;Cukierek;Owoc;Jesc;Fiolet
1269;TERMOS;Ciepło;Napój;Wycieczka;Zachowywac;Pic
1270;DRUŻYNA;Zespół;Gracz;Sport;Mecz;Uczestnik
1271;RAPSODIA;Muzyka;Utwór;Błekitna;Orkiestra;Gershwin
1272;ELEWACJA;Sciana;Budynek;Ozdoby;Tynk;Fasada
1273;OAZA;Woda;Pustynia;Sahara;Fatamorgana;Palma
1274;PŁACIC;Gotówka;Wydawac;Pieniadze;Cena;Karta
1275;BURAK;Cwikła;Botwinka;Cukrowy;Warzywo;Barszcz
1276;SWIECA;Knot;Wosk;Gromnica;Parafina;Płomien
1277;KAMFORA;Olejek;Płyn;Znikac;Przysłowie;Ulotny
1278;GOL SAMOBÓJCZY;Mecz;Zawodnik;Strzał;Bramka;Piłka Nożna
1279;BETONIARKA;Cement;Mieszac;Budowa;Pojazd;Gruszka
1280;SMIECIARKA;Wywozic;Brudna Robota;Odpady;Oczyszczanie;Wysypisko
1281;MADERA;Wyspa;Mann I Materna;Portugalia;Teraz Albo Nigdy;Archipelag
1282;REJESTRACJA;Szpital;Blachy;Auto;Samochód;Numery
1283;BIGOS;Jedzenie;Potrawa;Tradycyjna;Kapusta;Kiełbasa
1284;PAPIEŻ;Jan Paweł Ii;Kosciół;Watykan;Benedykt Xvi;Tiara
1285;WODNIK;Woda;Szuwarek;Styczen;Znak Zodiaku;Bajka
1286;TARCZYCA;Gruczoł;Niedoczynnossc;Hormony;Szyja;Narzad
1287;SŁOWO;Pismo;Zdanie;Mowa;Litery;Obietnica
1288;KWAS;żoładkowy;Chemia;Zasada;Siarkowy;Solny
1289;MIKOŁAJ KOPERNIK;Astronom;Obroty Sfer Niebieskich;Słonce;Torun;Ziemia
1290;JEZIORO;Mazury;Woda;Zbiornik;Ryba;Łabedzie
1291;JÓZEF PIŁSUDSKI;Naczelnik;Marszałek;Przewrót Majowy;Niepodległosc;Sanacja
1292;TELEFON ZAUFANIA;Pomoc;Problem;Kłopot;Rozmowa;Dzwonic
1293;LAST MINUTE;Biuro Podróży;Wycieczka;Wakacje;Tanio;Ostatnia Chwila
1294;KOCZKODAN;Zwierze;Afryka;Małpa;Szympans;Zoo
1295;VINCENT VAN GOGH;Malarz;Artysta;Obraz;Słoneczniki;Obciete Ucho
1296;BANDEROLA;Alkohol;Papierosy;Import;Akcyza;Naklejka
1297;NIKE;Bogini;Nagroda Literacka;Pomnik;Wojna;Marka
1298;APOLLO;Muzy;Ksieżyc;Grecja;Kosmos;Misja
1299;KAZIMIERA SZCZUKA;Teleturniej;Najsłabsze Ogniwo;Feminizm;Kobieta;Seplenic
1300;RASTER;Obraz;Wektor;Grafika;Piksel;Punkt
1301;KASZKIET;Głowa;Armia;Nakrycie;Czapka;Daszek
1302;KAKTUS;Kolce;Pustynia;Roslina;Tequila;Bez Wody
1303;ALLEGRO;Kupowac;Licytacja;Ebay;Aukcja;Internet
1304;OBÓJ;Instrument;Stroik;Muzyka;Orkiestra;Dmuchanie
1305;WIEWIÓRKA;Zwierze;Ruda;Drzewo;Kita;Skakac
1306;CÓRKA;Mama I Tata;Rodzic;Syn;Dziewczynka;Pierworodna
1307;KARMA;Pies;Jedzenie;Buddyzm;Sucha;Pożywienie
1308;WRÓŻKA;Magiczna Kula;Magia;Czar;Basn;Dzwoneczek
1309;BEZSENNOSC W SEATTLE;Meg Ryan;Waszyngton;Komedia Romantyczna;Usa;Tom Hanks
1310;ZEMSTA;Aleksander Fredro;W Afekcie;Mur;Odwet;Papkin
1311;KOŻUCH;Futro;Mleko;Zima;Biały;Ubranie
1312;KOLOROWANKA;Dzieci;Kontury;Kredki;Malowanie;Papier
1313;CZEKOLADA;Milka;Słodycze;Kakao;Wedel;Tabliczka
1314;KAPITAN ŻBIK;Komiks;Kryminał;Sledztwo;Komisarz;Milicja Obywatelska
1315;NAUKA JAZDY;Elka;Instruktor;Szkoła;Samochód;Kierowca
1316;CHUCK NORRIS;Kop Z Półobrotu;Walker;Strażnik Texasu;Western;Karate
1317;JARZEBINA;Drzewo;Korale;Jesien;Czerwony;Roslina
1318;CAŁKA;Analiza Matematyczna;Studia;Oznaczona;Suma;Różniczka
1319;PORÓD;Ciaża;Dziecko;Narodziny;Położna;Cesarskie Ciecie
1320;SŁOWIK;Ptak;Spiew;Skrzydła;Poznan;Latac
1321;BEZROBOTNY;Pensja;Zasiłek;Praca;Zarabiac;Osoba
1322;ALLADYN;3 życzenia;Latajacy Dywan;Bajka;Dżinn;Lampa
1323;KONICZYNA;Szczescie;Fortuna;Czterolistna;Zielony;Irlandia
1324;DELFIN;Butlonos;Ratunek;Ssak Wodny;Walen;Ivan
1325;DEKALOG;Mojżesz;10 Przykazan;Biblia;Synaj;Kieslowski
1326;SKALPEL;Ciecie;Chirurg;Operacja;Nóż;Narzedzie
1327;NAGI INSTYNKT;Erotyka;Michael Douglas;Film;Morderstwo;Sharon Stone
1328;LUKSEMBURG;Panstwo;Bank;Radio;Ksiestwo;Róża
1329;SZCZECIN;Swinoujscie;Port;Odra;Miasto;Polska
1330;GLOBALNE OCIEPLENIE;Efekt Cieplarniany;Dziura Ozonowa;Lodowce;Powodzie;Dwutlenek Wegla
1331;IBIZA;Wyspa;Seat;Hiszpania;Imprezy;Wakacje
1332;RAFA KORALOWA;Nurkowanie;Wybrzeże;Morze;Ukwiał;Ocean
1333;WELONKA;Ryba;Akwarium;Pomaranczowy;Pływanie;Woda
1334;RUMCAJS;Dobranocka;Cypisek;Rozbójnik;Hanka;adorB
1335;GIMNAZJUM;Nauka;Dzieci;Szkoła;Liceum;Podstawówka
1336;MARYNARZ;żołnierz;Ocean;Okret;Morze;Statek
1337;FALBANKA;Sukienka;Zasłona;Materiał;Spódniczka;Ozdoba
1338;EDUKACJA;Men;Szkoła;Kształcenie;Lata;Nauczanie
1339;UEFA;Mistrzostwa;Europa;Federacja;Piłka Nożna;Fifa
1340;BEZPŁATNY;Darmowy;Dodatek;Pieniadze;Gratis;Nic
1341;BRUKOWIEC;Kolor;Tabloid;Sensacja;Gazeta;Plotka
1342;KEANU REEVES;Constantine;Aktor;Matrix;Johny Mnemonic;Neo
1343;AKWARELE;Malowac;Farba;Obraz;Woda;Pedzel
1344;AKUSZERKA;Pielegniarka;Sokrates;Poród;Brac;Dzieci
1345;KONIECZNY;Zrobic;Poczatek;Obowiazkowy;Nieunikniony;Musiec
1346;BARCELONA;Hiszpania;Fc;Klub Piłkarski;Katalonia;Miasto
1347;KSIEŻNICZKA;Fiona;Zamek;Rycerz;Biały Kon;Król
1348;ZŁOTE MYSLI;Zeszyt;Aforyzm;Metal Szlachetny;Głowa;Cytat
1349;SAMSUNG;Elektonika;Japonia;Komórka;Firma;Marka
1350;AUTOGRAF;Dedykacja;Sława;Dac;Idol;Podpis
1351;SYGNAŁ;Znak;Dac;Dzwiek;Puscic;Swietlny
1352;KRONIKARZ;Skryba;Spisywac;Historia;Gall Anonim;Dzieje
1353;ZAKŁADNIK;Wiezic;Counter Strike;Wziac;Okup;Porwanie
1354;GINEKOLOG;Położnik;Pochwa;Kobieta;Lekarz;Fotel
1355;PAZNOKCIE;Pierscionek;Malowanie;Dłon;Pedicure;Palec
1356;SYMBOL;Serce;Syrenka;Znak;Naród;Metafora
1357;MARZENIE;Miec;Niebieskie Migdały;Złota Rybka;Spełniac;Snic
1358;LECH POZNAN;Polska;Klub;Piłka;Bułgarska;Kolejorz
1359;KAMIEN;Morze;Ziemia;Piasek;Filozoficzny;Skała
1360;STEWARDESSA;Lot;Procedura Startowa;Samolot;Pasażer;Obsługa
1361;KOMBINEZON;Służba;Chemiczny;Ochronny;Narty;Ubranie
1362;PIROMAN;Człowiek;Choroba;Zapałki;Ogien;Palic
1363;ŻNIWA;Zbierac;Kłosy;Kombajn;Wies;Lato
1364;RARYTAS;Najlepszy;Smakołyk;Przysmak;Jesc;Słodki
1365;ZNAK POKOJU;Gołab;Kosciół;Symbol;Wojna;Przekazywac
1366;KARCER;Kara;Kraty;Recydywista;Wiezienie;Zakład Penitenciarny
1367;NUTA;Zapis;Komponowac;Melodia;Muzyka;Klucz Wiolinowy
1368;MATKA POLKA;Opieka;Troskliwa;Ojciec;Dzieci;Ojczyzna
1369;TRENER;Nauka;Piłka Nożna;Szkolenie;Szef;Warsztat
1370;TEMPERATURA;Stopnie Celsjusza;Zimno;Wysoka;Termometr;Goraczka
1371;KSIADZ;Plebania;Kosciół;Msza;Sutanna;Religia
1372;SNOOKER;Kij;Wbijac;Bilard;Kula;Stół
1373;ZDROWIE;Lekarz;Krew;Tryb życia;Choroba;Kon
1374;LUNAPARK;Disnayland;Weseołe Miasteczko;Karuzela;Koło Młynskie;Samochodziki
1375;POBUDKA;Budzik;Wstawac;Wojsko;Sen;Rano
1376;BANKRUCTWO;Interes;Biznes;Upadek;Pieniadze;Strata
1377;PIECZATKA;Dokument;Legitymacja;Tusz;Znak;Stempel
1378;RADOSC;Smiech;Szczescie;Smutek;Uczucie;Zadowolenie
1379;EUROPOSEŁ;Bruksela;Jerzy Buzek;Deputowany;Unia Europejska;Parlament
1380;PIECZARKI;Zbierac;Hodowla;Grzyb;Pizza;Biały
1381;GALON;Benzyna;Miara;Ameryka;Objetosc;Litr
1382;SUWAK;Bluza;Spódnica;Kurtka;Zamkniecie;Zamek
1383;MARGARYNA;Tłuszcz;Masło;Smarowac;Roslina;Rama
1384;PREGIERZ;Chłosta;Publicznosc;Przywiazac;Kara;Słup
1385;KLOSZARD;żebrak;Bieda;Menel;Bezdomny;Schronisko
1386;REWOLUCJA;Pazdziernikowa;Przewrót;Francuska;Rzad;Obalac
1387;RZEZBA;Sztuka;Eksponat;Artysta;Marmur;Posag
1388;GEJ;Meżczyzni;Pedał;Heteroseksualista;Homoseksualista;Dwóch Facetów
1389;PROCA;Goliat;Patyk;Strzał;Bron;Guma
1390;KOLEJ TRANSSYBERYJSKA;Pociag;Zimno;Azja;Tory;Rosja
1391;MIGRENA;Cisnienie;Ból;Leki;Tabletki Przeciwbólowe;Głowa
1392;KRÓLOWA;Królestwo;żona;Korona;Władca;Zamek
1393;JEZYK POLSKI;Szkoła;Nauczyciel;Matura;Wiersz;Przedmiot
1394;JARMUŁKA;Głowa;Judaizm;żyd;Nakrycie;Czapka
